id,title,authors,date,link,sentence_no,text
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,21,Mexico is the eighth largest producer of vehicles in the world.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,22,"Audi executives touted Mexico's good infrastructure, competitive cost structures and existing free-trade agreements in picking the site for the new plant, which will cover an area the size of 400 soccer fields."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,23,"They called the Mexian plant a ""dream moment."""
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,24,VW has a VW plant in nearby Puebla City and an engine plant in Silao.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,25,"VW has said it wants to boost sales in the United States, the world's No. 2 auto market, to 1 million vehicles by 2018, including 200,000 from Audi."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,26,It is the same time frame in which VW has pledged to become the world's largest automaker.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,27,"Last year, VW's U.S. sales totaled more than 577,000, including 139,310 for Audi."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,28,The new plant in Mexico is also part of the automaker's plan for Audi to reach annual global sales of more than 2 million by 2020 with the aim of snatching the luxury crown from BMW globally as well as challenging its luxury rival and Daimler's ( DAIGn.DE ) Mercedes-Benz in the U.S. market.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,29,BMW and Mercedes have had production footprints in North America since the 1990s and each sell about twice as many cars in the United States as Audi.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,30,"Access to the lucrative U.S. market isn't the only draw though as Mexico has 12 free trade agreements with 44 countries, while the United States' 14 trade deals cover only 20 countries."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,31,"Xavier Mosquet, leader of Boston Consulting Group's automotive practice, said Mexico was the ""better choice"" over the United States for exporting to the rest of Latin America."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,32,"Also in Mexico's favor are the rising labor costs in China, lower transportation costs and even Mexico's own growing economy, industry officials and analysts said."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,33,"In 2010, Mexico's total compensation per worker was $3.94 an hour, said Kristin Dziczek, director of labor and industry at the Center for Automotive Research, citing Bureau of Labor Statistics data."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,34,"That compared with $3.45 in China, $34.59 in the United States and $52.60 in Germany."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,35,And the Mexican work force is increasingly well educated.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,36,"Audi officials say 2,500 applicants, many with degrees, have expressed interest in the 3,800 jobs they will have at the San Jose Chiapa plant and they haven't even advertised the jobs yet."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,37,Nomura said last August that Mexico could overtake Brazil as Latin America's top economy as early as 2022.
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,38,"Mexico's annual economic growth is projected to increase 4.5 percent in that period, up from 2.1 percent annual growth from 2002 to 2010."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,39,"Mexico also serves as a natural hedge for many foreign automakers against stronger currencies at home or disasters like the tsunami in 2011 that hurt the Japanese automakers, IHS analyst Guido Vildozo said."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,40,"""It's probably one of the reasons why you're hearing that some of the other automakers are also kicking the tires,"" he said."
USBRE9430D220130504,Auto industry love for Mexico grows with new Audi plant,n Klayman,"Sat May 4, 2013 6:54pm EDT",http://www.reuters.com/article/2013/05/04/us-audi-mexico-idUSBRE9430D220130504,41,"(Reporting by Ben Klayman in Puebla, Mexico; editing by Gunna Dickson)"
USBRE9430B420130504,Warren Buffett says son Howard qualified to be nonexecutive chairman,,"Sat May 4, 2013 4:00pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-chairman-idUSBRE9430B420130504,0,"OMAHA, Nebraska  (Reuters) - Warren Buffett's son, Howard, will take over as Berkshire Hathaway Inc's nonexecutive chairman someday in order to ensure that Berkshire has the right chief executive in place, the elder Buffett said on Saturday."
USBRE9430B420130504,Warren Buffett says son Howard qualified to be nonexecutive chairman,,"Sat May 4, 2013 4:00pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-chairman-idUSBRE9430B420130504,1,Warren Buffett has said in the past that Howard would assume that role when his father was no longer running Berkshire.
USBRE9430B420130504,Warren Buffett says son Howard qualified to be nonexecutive chairman,,"Sat May 4, 2013 4:00pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-chairman-idUSBRE9430B420130504,2,"The ""Oracle of Omaha"" said Saturday that Howard would take that role primarily ""in case a mistake is made"" in picking a CEO."
USBRE9430B420130504,Warren Buffett says son Howard qualified to be nonexecutive chairman,,"Sat May 4, 2013 4:00pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-chairman-idUSBRE9430B420130504,3,(Reporting by Jonathan Stempel and  Jennifer Ablan ; editing by  Matthew Lewis )
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,0,"OMAHA, Nebraska  (Reuters) - Warren Buffett on Saturday gave the most extensive comments to date about the future of Berkshire Hathaway Inc after he is gone, saying he still expects the conglomerate to be a partner of choice for distressed companies."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,1,"Buffett, 82, also defended his plan to install his son, Howard, who has little investing experience, as nonexecutive chairman, saying the younger man's role would be to ensure that Berkshire had the right CEO in place."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,2,"During the financial crisis and its immediate aftermath, Berkshire helped prop up a number of companies, among them blue-chips such as General Electric and Goldman Sachs."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,3,Buffett's investments were viewed by many shareholders as a seal of approval from one of the world's most respected businessmen.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,4,"Short-seller Doug Kass, invited by Buffett to Berkshire's annual meeting on Saturday to offer contrarian points of view, asked whether a successor would have the same heft."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,5,Buffett said it would not matter.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,6,"""Berkshire is the 800 number when there is really some panic in the markets, and people really need significant capital,"" Buffett said."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,7,"""If you come to a day when the Dow has fallen 1,000 points a day for a few days and the tide has gone out and you find some naked swimmers, those naked swimmers ... will call Berkshire,"" he added."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,8,"Whoever ultimately takes over Berkshire will run a conglomerate that employs more than 280,000 people in dozens of businesses worldwide, covering everything from ice cream to insurance and retail to railroads."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,9,"Kass later asked what qualified Howard Buffett, a 58-year-old farmer and philanthropist, to step in as Berkshire's non-executive chairman when his father is gone."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,10,The elder Buffett insisted his son was ideal for the task at hand.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,11,"""He has no illusions at all of running the business."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,12,"He won't get paid for running the business,"" Warren Buffett said."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,13,"""He'll only have to think about whether the board ... needs to change the CEO."""
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,14,"As in the past, Buffett talked about his successor as CEO without actually identifying him."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,15,"Speculation usually focuses on a small group of top Berkshire executives, among them insurance boss Ajit Jain and railroad leader Matt Rose."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,16,One long-time Buffett-watcher said the legendary investor seemed to handle the pressure from Kass and others well.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,17,"""Buffett hasn't broken much new ground, but he's handled Doug's question well ... and, as always, reinforced the Berkshire culture every chance he's had,"" said Jeff Matthews, founder of hedge fund Ram Partners LP and a Buffett biographer."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,18,ECONOMIC INDICATOR Berkshire's breadth means that its performance is seen as a barometer for the broader economy.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,19,"On Saturday, Buffett said he still stands by the actions taken by the U.S. Federal Reserve to stimulate the economy, even as he cautioned that the program could be ""very inflationary."""
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,20,"""This is like watching a good movie, and I do not know the end,"" he said."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,21,"""We have benefited significantly, and the country has benefited significantly, by what the Fed has done."""
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,22,"Buffett also endorsed the last four years of deficit spending by President Barack Obama's administration, saying it is a problem to get off that program but much less of a problem than if the government had followed a strict austerity program instead."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,23,"""We are seeing some recovery in housing prices which has psychological effects,"" he said. """
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,24,"(By the next annual meeting) I think we will have moved forward ... I don't think there will be a surge of any sort, but I don't think we will stall."""
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,25,"Earlier Saturday, one of Buffett's top lieutenants said things were picking up but could improve further."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,26,"""It feels like a 2 percent economy."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,27,"If we want to see GDP click up to 3.5 percent, 4 percent, you need to see more consumption,"" said Rose, CEO of the railroad Burlington Northern, in an interview."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,28,"Rose said Burlington Northern was seeing ""across the board"" increases in demand to ship things like concrete, roofing tiles and cars."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,29,"NO TWITTER, THANK YOU Buffett may be optimistic about the economy, but he is decidedly more cautious about technology."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,30,"Earlier this week he joined Twitter, taking the handle @WarrenBuffett - but insisted he only knew enough about it to press a button when told to."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,31,On Saturday he said he disagreed with the recent guidance from the U.S. Securities & Exchange Commission that lets companies release material information on Twitter.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,32,"Some see that as a threat to Berkshire's press release service, Business Wire."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,33,"""The key to disclosure is accuracy and simultaneity ... I do not want it, if I am buying Wells Fargo, to keep hitting up their web page and hoping I'm not 10 seconds behind someone else for some important announcement,"" he said."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,34,"He also stuck by one of Berkshire's more controversial investments, its recent acquisition of a number of newspapers."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,35,The annual meeting crowd applauded when CNBC anchor Andrew Ross Sorkin asked a critical question about the stable of papers.
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,36,"""It's not going to move the needle in Berkshire ... we are buying the papers at very, very low prices with (regard to) current earnings,"" Buffett said, adding that he expected to meet or beat a 10 percent rate of return, after-tax."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,37,"Yet as much as investors want to hear about Berkshire's growth potential and the state of the economy, some also attend the meeting just for a good laugh."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,38,"The meeting opened, as it does every year, with a video montage."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,39,"This year's included a duet between Buffett and singer Jon Bon Jovi and a take-off on the TV series ""Breaking Bad."""
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,40,"Some of the best comedy, though, usually comes in the verbal sparring between Buffett and Vice Chairman Charlie Munger over the course of the day."
USBRE94307H20130504,Buffett maps out hopes for Berkshire without him,athan Stempel and  Jennifer Ablan,"Sat May 4, 2013 6:34pm EDT",http://www.reuters.com/article/2013/05/04/us-berkshire-agm-idUSBRE94307H20130504,41,The two are close - they shared an oversize box of peanut brittle during the meeting - but Munger's acerbic tongue pops out from time to time.
