id,title,authors,date,link,text
USBRE94301B20130504,JPMorgan CEO Dimon to meet with OCC examiners: WSJ,,"Fri May 3, 2013 9:04pm EDT",http://www.reuters.com/article/2013/05/04/us-jpm-occ-meeting-idUSBRE94301B20130504,"NEW YORK  (Reuters) - JPMorgan Chase & Co ( JPM.N ) CEO Jamie Dimon is scheduled to meet next week with bank examiners from the Office of the Comptroller of the Currency in a meeting the bank requested, the Wall Street Journal reported on Friday.   According to the Journal, the meeting provides a rare opportunity for more junior examiners to talk to Dimon and will be held in the style of a town hall meeting. A spokesman for JPMorgan declined to comment. The meeting comes as JPMorgan faces a host of regulatory woes including potential market manipulation charges and continuing scrutiny by federal investigators over the events leading up to its $6.2 billion trading loss last year. Dimon, meanwhile, is dealing with calls from shareholders to relinquish his role as chairman of the bank's board. Analysts were speculating on Friday the regulator of U.S. power markets was likely to pursue manipulation charges against JPMorgan after the New York Times described a 70-page report by the regulator, the Federal Energy Regulatory Commission, detailing how the bank transformed ""money-losing power plants into powerful profit centers. The OCC is also expected to issue a cease-and-desist order against the bank for failing to conduct adequate due diligence on Bernard Madoff. According a source familiar with the matter, the order will require JPMorgan to improve its anti-money laundering controls. (Reporting by  Emily Flitter ; Editing by  Lisa Shumaker )"
USBRE94308620130504,JPMorgan shareholders urged to reject three directors,,"Sat May 4, 2013 5:19pm EDT",http://www.reuters.com/article/2013/05/04/us-jpmorgan-directors-idUSBRE94308620130504,"NEW YORK  (Reuters) - JPMorgan Chase & Co ( JPM.N ) shareholders should vote against the re-election of three board members because they failed to properly oversee risk-taking that led to $6.2 billion of losses on the so-called ""London Whale"" trades, an influential proxy advisory firm said.   ISS Proxy Advisory Services said in a report released late Friday that directors David Cote, James Crown and Ellen Flutter should not be re-elected at the company's annual meeting this month because of ""material failures of stewardship and risk oversight."" The report by ISS ratchets up pressure on directors to reduce Dimon's power at JPMorgan, the biggest bank based in the United States, as some stockholders push for more supervision of the outspoken executive. A statement from JPMorgan spokeswoman Kristin Lemkau on Saturday said: ""The company strongly endorses the re-election of its current directors and disagrees with ISS's position."" ISS also renewed its recommendation from a year ago that CEO and Chairman of the Board Jamie Dimon give up one of those two titles. ISS said investigations of the derivatives loss, which surfaced right before last year's shareholder meeting, showed that JPMorgan executives need more independent oversight and that the company is too big and too complex for one person to be able to do both jobs. Shareholders will meet on May 21 in Tampa, Florida. They will vote on the re-election of the company's 11 directors and on a non-binding proposal from four institutional shareholders calling on the board to have a chairman who is independent from management. A similar advisory proposal failed to pass last year, receiving only 40 percent of the vote. That vote was five percentage points more than similar proposals at other companies that year. The independent chair vote is developing into a major test for Dimon, 57. It comes as criticism, and sanctions from regulators, over poor risk management have piled up since the ""London Whale"" losses surfaced at the bank, which has $2.39 trillion in assets, the most of any U.S. bank. The trading debacle has picked up the same ""London Whale"" nickname that hedge funds gave to a JPMorgan trader for the outsized derivatives bets he placed for the company. The ISS recommendations on the re-election of directors shows the shareholder debate over governance of the company is broadening beyond Dimon. The three directors who ISS singled out for replacement were members of the board's risk policy committee in December 2010 when the committee was shown a presentation by management that highlighted large profits from trading strategies in the firm's Chief Investment Office, where the derivative losses later occurred. The presentation said the CIO strategies had contributed $2.8 billion of ""economic value"" since inception, with an average annualized return of 100 percent, according to a report released earlier this year by the board on its review of the matter. ISS said the large profits showed that the CIO had changed from a unit that hedged risks to ""what was essentially a proprietary trading desk"" and should have prompted the committee to act against the practice. The company statement added: ""While the company has acknowledged a number of mistakes relating to its losses in CIO, an independent review committee of the board determined that those mistakes were not attributable to the risk committee."" In its proxy statement for the coming meeting, the board said that the actions taken by the company after the ""London Whale"" debacle show it to be strong and independent. After the loss, the board added a member to the risk policy committee - new director Timothy Flynn, a retired chairman of auditor KPMG International. ISS, which researches proxy issues and makes voting recommendations to institutional investors, praised the company for putting Flynn on the panel and recommended that shareholders re-elect him as well as seven other directors. Last year, ISS recommended that all director candidates nominated by the board be elected. The advisory firm said the JPMorgan board needs ""refreshment"" and the panel should search ""for seasoned directors with financial and risk expertise"" to replace Cote, Crown and Futter. Cote is chief executive and board chairman of technology and aerospace company Honeywell International Inc ( HON.N ); Crown is president of investment firm Henry Crown and Co, and Futter is president of the American Museum of Natural History. The company's statement on Saturday also said: ""The members of the board's risk committee have a diversity and breadth of experiences that have served the company well."" ISS said it had discussed the board's independence and the qualifications of the risk policy committee members with the board's presiding director, Lee Raymond, on April 26 before reaching its conclusions. Raymond is a former CEO and chairman of the board of Exxon Mobil Corp. ( XOM.N ) ISS criticized the board for deferring to management and said the panel ""appears to have been largely reactive, making changes only when it was clear that it could no longer maintain the status quo."" (Reporting by David Henry in New York; editing by Gunna Dickson)"
USBRE94306G20130504,"Canada's Magna to cut jobs in Europe, U.S.: report",,"Sat May 4, 2013 9:59am EDT",http://www.reuters.com/article/2013/05/04/us-magna-jobcuts-idUSBRE94306G20130504,"FRANKFURT  (Reuters) - Canadian auto parts maker Magna International plans to cut jobs in Europe and the United States as it seeks to reduce costs and offset weak demand in Europe, Chief Executive Donald Walker told German magazine WirtschaftsWoche.   Magna, which also manufactures complete vehicles on a contract basis, has been pushing to turn around inefficient operations in Europe, where sales rose 2 percent in 2012, compared with a 10 percent increase in North America. Magna needs new orders for its factory in the Austrian province of Styria and wants to facilitate getting those orders by cutting costs, Walker said. (Reporting By  Peter Dinkloh ; editing by  James Jukwey )"
USBRE9420JR20130504,"Instant View: April nonfarm payrolls up by 165,000",,"Sat May 4, 2013 12:53am EDT",http://www.reuters.com/article/2013/05/04/us-usa-economy-instant-idUSBRE9420JR20130504,"NEW YORK  (Reuters) - Employment rose more than expected in April, pushing the unemployment rate to a four-year low of 7.5 percent, which could help ease concerns of a sharp slowdown in the economy.   Nonfarm payrolls rose 165,000 last month, the Labor Department said on Friday. March's payrolls were raised to 138,000, 50,000 more jobs than previously reported, and February's job count was revised up to 332,000, the largest since May 2010. Economists polled by Reuters had expected April payrolls to rise 145,000 and the unemployment rate to hold steady at 7.6 percent. The drop in the unemployment rate last month reflected an increase in employment, rather than people leaving the workforce. COMMENTS: ANDREW GRANTHAM, ECONOMIST, CIBC WORLD MARKETS ECONOMICS, TORONTO: ""After a slow build up in terms of a disappointing ADP survey and some of the survey evidence seen over the past week, non-farm payrolls managed a significant upside surprise, not just in terms of the April figure but also upward revisions to previous months. ""Overall, a strong set of numbers which will reassure markets on that the U.S. economy is not as weak as it may have seemed given some of the earlier data, although it may not be strong enough on its own to see renewed talk of tapering QE."" DARRELL CRONK, REGIONAL CHIEF INVESTMENT OFFICER FOR WELLS FARGO PRIVATE BANK IN NEW YORK: ""That was a strikingly good report, every piece of that. Obviously the number for April was only slightly above consensus but the revisions for March and February were quite frankly stunning, those were really nice revisions. To me the bones of the data are looking really good right now. ""This is the type of data that people then begin to look through some of the noise that is in the ISM data, or the PMI data, some of that type of stuff. When the labor markets are firming up, they feel better about that."" CAM ALBRIGHT, DIRECTOR OF ASSET ALLOCATION, WILMINGTON TRUST INVESTMENT ADVISORS, WILMINGTON, DELAWARE: ""The April numbers were clearly better than expectations, and the fairly large dip we saw in march was largely erased. ""This will probably give the (equity) market at least a near-term boost, particularly given the revisions that we saw."" JAMES BARNES, SENIOR FIXED INCOME PORTFOLIO MANAGER, NATIONAL PENN INVESTORS TRUST CO., WYOMISSING, PENNSYLVANIA: ""These are pretty numbers along with the revisions. The big slowdown people had been expecting might not be as severe as they had thought. The bond market is selling off on this report. This is a type of sell-off that could build momentum throughout the day."" MICHAEL KORN, PRESIDENT AT SKOKIE ENERGY IN PRINCETON, NEW JERSEY: ""The employment number was definitely the trigger for today's rally, so we'll see if right now if U.S. crude can hold the opening of $1 to $1.25 higher. When we get up to about $95, it gets a little shaky. If you're a speculator you may look to sell $2 or $3 higher; if you're a buyer you're probably looking at getting in now. ALAN RUSKIN, HEAD OF G10 FX STRATEGY AT DEUTSCHE BANK IN NEW YORK: ""The payrolls data will definitely go down as substantially stronger than expected, albeit with one weak element: soft hours worked. That will be trumped by substantially stronger payrolls, especially after major prior revisions to February and March data and a decline in the unemployment rate with a decent household employment gain. ""Private payrolls now no longer seem to have had a spring swoon, especially when cold weather is considered (weather was likely a factor behind the -6,000 April construction number. Weather should be a positive factor in the May data."" RUSSELL PRICE, SENIOR ECONOMIST, AMERIPRISE FINANCIAL SERVICES INC, TROY, MICHIGAN: ""As bad as the March number was originally perceived to be, this one's just that much better. It was quite a turnaround. It really does confirm the idea that weather had an impact during the month of March, even though the numbers for March were revised higher. ""And maybe even more importantly, the idea that the employment is holding as well as it is in the face of the fiscal headwinds the economy is currently enduring, is a very positive sign of the economy's underlying fundamental improvements. ""I don't think today's data is strong enough to completely offset some of the weakness we have seen in some other areas, such as overall manufacturing activity and the general pace of economic growth, so I think the Fed will remain fully engaged."" ADDISON ARMSTRONG, DIRECTOR OF MARKET RESEARCH, TRADITION ENERGY IN STAMFORD, CONNECTICUT: ""This report is clearly bullish for commodities. I think that's why crude just popped around 60 cents. The S&P's up and crude's just following that."" JOHN KILDUFF, PARTNER AT AGAIN CAPITAL IN NEW YORK: ""This was a very strong report, it's not necessarily from the headline number, but the upward revisions were quite strong, particularly the February data being revised upwards over 300,000 new jobs. ""Clearly that's lending strength here to the outlook for the U.S. economy and for energy demand, which is quite sensitive to employment outlook and state of employment in general."" OMER ESINER, CHIEF MARKET ANALYST, COMMONWEALTH FOREIGN EXCHANGE, WASHINGTON: ""It was a good number. Certainly better than expected in the headline reading but perhaps more importantly were the very strong upward revisions to the March and February numbers. ""Combined with the decline in the jobless rate the revisions help suggest that the Spring slowdown may not be as pronounced as feared. It is good news for the dollar especially in light of the Fed's statement this week which put even more focus on upcoming U.S. economic numbers."" JOE MANIMBO, MARKET ANALYST, WESTERN UNION BUSINESS SOLUTIONS, WASHINGTON: ""It was surprisingly positive. This shows the job market and the economy in general appear to be more resilient than investors had feared. The weight this jobs report carries from month to month can go some way to reviving the notion that the Fed could taper later this year. And the big revision to February suggests we could even see a revision to first quarter growth."" TOM PORCELLI, CHIEF U.S. ECONOMIST, RBC CAPITAL MARKETS, NEW YORK: ""Looking at the headlines alone it is a positive report, however, taking it all in aggregate it is much more mixed. ""A couple of things drive this home, namely average weekly earnings are down and aggregate hours. Those are more forward looking metrics and how it will unfold in the fourth quarter that is not encouraging."" MARKET REACTION: STOCKS: U.S. stock index futures shot up on Friday after data showed U.S. employment rose more than expected in April, pushing the unemployment rate down to 7.5 percent, which could help ease concerns of a sharp slowdown in the economy. S&P 500 futures SPc1 rose 8.5 points and were above fair value, a formula that evaluates pricing by taking into account interest rates, dividends and time to expiration of the contract. Dow Jones industrial average futures DJc1 added 79 points and Nasdaq 100 futures NDc1 rose 17 points. BONDS: U.S. bond prices fell along with German Bund futures. The benchmark 10-year Treasury note, down 1/32 before the report, was down 19/32 afterwards. Its yield rose to 1.70 percent from 1.63 percent late on Thursday. FOREX: The dollar rose as high as 99.18 yen, compared with 97.95 yen before the data. It was last at 99.14 yen, up 1.3 percent on the day. The euro was 0.1 percent lower on the day at $1.3059, compared with $1.3118 before the release of the data. GRAPHIC: U.S. nonfarm payrolls: link.reuters.com/ram54t (Americas Economics and Markets Desk; +1-646 223-6300)"
USBRE9410LX20130504,Job market resilience eases growth concerns,cia Mutikani,"Sat May 4, 2013 3:39am EDT",http://www.reuters.com/article/2013/05/04/us-usa-economy-jobless-idUSBRE9410LX20130504,"WASHINGTON  (Reuters) - Employment rose at a faster pace than expected in April and hiring was much stronger than previously thought in the prior two months, a sign of resilience that should help the economy absorb the blow from belt-tightening in Washington.   Nonfarm payrolls rose by 165,000 jobs last month and the unemployment rate fell to 7.5 percent, the lowest level since December 2008, the Labor Department said on Friday. The job counts for February and March were revised up by a net 114,000. ""This bolsters the case that the U.S. economy will be able to survive the combined headwinds of sequestration and a deepening recession in Europe,"" said Scott Anderson, chief economist at Bank of the West in San Francisco. Investors on Wall Street cheered the data, which beat economists' expectations for a 145,000 jobs gain and a steady 7.6 percent reading on the unemployment rate. U.S. stocks rallied, with the Standard & Poor's 500 index and the Dow Jones industrial average closing at record highs. The dollar vaulted to a one-week high against the yen, while Treasury debt prices tumbled. Payrolls rose by 138,000 jobs in March, 50,000 more than previously reported, and job growth for February was revised up by 64,000 to 332,000, the largest increase since May 2010. But the gains last month were far below the 206,000 jobs per month average of the first quarter, the latest evidence the economy is cooling, even if not as quickly as earlier feared. Indeed, the data provided a number of signs of a loss of momentum. Construction employment fell for the first time since May and manufacturing payrolls were flat. The length of the average workweek pulled off a nine-month high and a gauge of the overall work effort fell. Economists pin the slowdown largely on higher taxes that took hold at the start of the year and $85 billion in federal government spending cuts, known as the sequester, that went into effect at the beginning of March. Economies overseas have also weakened, cutting into U.S. export growth. While the U.S. economy grew at a 2.5 percent annual pace in the first quarter, data on construction spending, retail sales and trade suggested it ended the period with less speed. Further, factory data for April imply the economy braked further at the start of the second quarter, a thesis supported by a report on Friday that showed the pace of growth in the services sector in April was the slowest in nine months. ""We are probably going into a second-quarter soft patch, but it's not something that's going to derail the recovery,"" said Julia Coronado, chief North American economist at BNP Paribas in New York. FED STILL IN PLAY The 0.1 percentage point drop in the jobless rate reflected a gain in employment, rather than people leaving the workforce. Indeed, more Americans entered the workforce than in any month since October. The labor force participation rate - the share of working-age Americans who have a job or are looking for one - held steady at a 34-year low of 63.3 percent. While the pace of hiring was stronger than expected in April, it remained below the roughly 300,000 jobs a month that economists say are needed over a sustained period to put a significant dent in unemployment. While the jobless rate has dropped 0.4 percentage point since January, employment is still 2.57 million jobs below where it stood in December 2007. At April's job growth pace, it would take about 16 months to make up that lost ground. About 21.9 million people are either unemployed, working only part-time although wanting full-time work, or want a job but have given up the search. Economists said the data did not appear strong enough to dissuade officials at the Federal Reserve from pressing forward with their bond-buying stimulus, given the immense slack still in the labor market. It did, however, dampen budding speculation the U.S. central bank might step up its purchases. ""It probably cools any expectations that the Fed is going to increase the asset purchases, especially with the unemployment rate declining,"" said Raymond Stone, chief economist at Stone & McCarthy Research Associates in Princeton, New Jersey. A Reuters survey of economists at financial institutions that deal directly with the Fed found 11 of these so-called primary dealers expect the U.S. central bank to continue asset purchases into 2014, while just four saw the program ending this year. GOVERNMENT JOB CUTS WEIGH All the job gains last month were in the private sector, which added 176,000 new positions. Gains were led by a rebound in retail employment, which had dropped in March after eight straight months of increases. Retail payrolls rose 29,300. Temporary help, a harbinger of future hiring, increased by the most since February. It has now risen for seven straight months. ""That tells me payroll growth is going to continue to be on a decent pace,"" said Stone. In a surprise, the construction sector shed 6,000 workers after 10 straight months of gains. Increases in residential construction were offset by declines in jobs for nonresidential builders and other construction workers. Government payrolls dropped 11,000 after falling 16,000 in March. Most of the job losses last month came from the federal government, with big declines at the U.S. Postal Service, which is downsizing. Average hourly earnings rose 0.2 percent. But with average hours worked by private workers slipping to 34.4 hours from 34.6 hours, weekly earnings actually fell. ""The decline in income coupled with a low saving rate does not bode well for consumers,"" said Michelle Meyer, a senior economist at Bank of America Merrill Lynch in New York. (Reporting by Lucia Mutikani; Editing by  Tim Ahmann ,  Neil Stempleman  and Dan Grebler)"
USBRE9420LP20130504,White House says jobs report shows economy continuing to recover,,"Sat May 4, 2013 12:53am EDT",http://www.reuters.com/article/2013/05/04/us-usa-economy-krueger-idUSBRE9420LP20130504,"WASHINGTON  (Reuters) - Friday's strong jobs report shows the U.S. economy is continuing to recover, but it would grow faster if Congress approved job-creation programs, said Alan Krueger, a top economic advisor to President Barack Obama.   ""It is critical that we remain focused on pursuing policies to speed job creation and expand the middle class, as we continue to dig our way out of the deep hole that was caused by the severe recession that began in December 2007,"" Krueger, chairman of the Council of Economic Advisers, said in a statement. (Reporting by  Roberta Rampton ; Editing by  Vicki Allen )"
USBRE9420S720130504,Fed's Lacker says April jobs report was strong,,"Sat May 4, 2013 12:53am EDT",http://www.reuters.com/article/2013/05/04/us-usa-fed-lacker-jobs-idUSBRE9420S720130504,"WASHINGTON  (Reuters) - Jeffrey Lacker, the president of the Federal Reserve Bank of Richmond, said on Friday that he viewed the U.S. jobs report for April as strong after government data showed 165,000 new jobs were created last month.   Noting the U.S. job creation had averaged 200,000 a month over the last six months, the arch-hawk Lacker also said there was no question the outlook for the U.S. labor market had improved substantially, echoing the language the Fed has said it would use to decide when to taper or end its bond purchases. Lacker opposes the bond buying, which the Fed voted on Wednesday to maintain at a $85 billion monthly pace. (Reporting by  Alister Bull )"
USBRE9420XH20130504,Wall Street Week Ahead: Few roadblocks to equities' climb after new high,uck Mikolajczak,"Sat May 4, 2013 3:40am EDT",http://www.reuters.com/article/2013/05/04/us-usa-stocks-weekahead-idUSBRE9420XH20130504,"NEW YORK  (Reuters) - With Friday's payrolls report serving as a springboard to lift Wall Street stock indexes to fresh all-time highs, investors are left to contemplate whether the gains will fizzle or if the upward momentum will continue.   Investors cheered the jobs report on Friday, which showed employment rose at a faster than anticipated pace an April and hiring in the prior two months was much stronger than previously thought. The report eased investor concerns after a raft of soft data, particularly in the manufacturing sector, and sent the S&P 500 hurtling past what was viewed as its final resistance level of 1,600 to a fresh all-time closing high of 1,614.42. With little in the way of economic data on tap next week and earnings season moving into the home stretch, there appears to be little that could derail a move higher. ""That's the $64,000 question - without a micro or macro focus, what do we shift our attention to?"" said Art Hogan, managing director of Lazard Capital Markets in New York. ""I would argue in a lack of critical information this market has found a path of least resistance to the upside."" The economic calendar for next week is extremely light, with consumer credit and wholesale inventories for March among the few notables. Earnings season continues its wind down, with Walt Disney Co ( DIS.N ) the only Dow component scheduled to report for the week. Its results could also provide a glimpse into the health of consumer spending. Other notable S&P 500 companies expected to post earnings include Tyson Foods Inc ( TSN.N ), Dean Foods Co ( DF.N ), Electronic Arts Inc ( EA.O ), Whole Foods Market ( WFM.O ), Nvidia Corp ( NVDA.O ) and Priceline.com ( PCLN.O ). Corporate earnings have improved from earlier market expectations, with the expected earnings growth now at 5.2 percent, up from 1.5 percent at the start of earnings season. According to Thomson Reuters data through Friday, of the 404 companies in the benchmark 500 index that have reported earnings, 68.3 percent have topped analyst expectations, above the 63 percent average since 1994 and the 67 percent average for the past four quarters. But revenue remains disappointing, with only 46.3 percent of S&P 500 companies topping Wall Street expectations, well below the 62 percent beat rate since 2002 and shy of the 52 percent average for the past four quarters. With the S&P easily breezing past what was seen as its final resistance point of 1,600, the index is now in uncharted waters for investors to try and predict when a pullback may occur or gains may slow. ""(The S&P 500) broke through that 1,600 resistance level like it wasn't even there based on the payrolls report,"" said Paul Mendelsohn, chief investment strategist at Windham Financial Services in Charlotte, Vermont. ""Generally you don't want to fight a 52-week high, you definitely don't want to fight an all-time high."" For the week, the Dow rose 1.8 percent, the S&P 500 gained 2 percent, and the Nasdaq advanced 3 percent. With the gains on Friday, the S&P 500 put together its first consecutive weekly advances since a seven-week run that ended in mid-March, a possible sign of a further move higher. Markets now head into the traditionally weaker summer months. The index has fallen in May for the past three years. ""The key now is, you want to see the bulls continue to push higher, you don't want to see the slip back,"" said Ryan Detrick, senior technical strategist at Schaeffer's Investment Research in Cincinnati, Ohio. ""The ultimate contrarian would say a lot of that very well could be priced in, the thing most people aren't expecting is a continued rally in the normally weak summer months. By the same token, the lofty levels for equities could make them ripe for a pullback, with investors resuming the battle between booking profits and buying dips. That battle caused the index to alternate between weekly gains and losses throughout the latter portion of March and most of April. ""It is a bipolar market. It is either all on or all off,"" said Mendelsohn. ""Either things are great and we are going to the moon, or everything is falling apart and it's all over."" (Reporting by Chuck Mikolajczak; Editing by Nick Zieminski)"
USBRE94300I20130504,Jeffrey Vinik to close hedge-fund: WSJ,,"Fri May 3, 2013 8:25pm EDT",http://www.reuters.com/article/2013/05/04/us-vinik-fund-idUSBRE94300I20130504,"(Reuters) - Hedge-fund manager Jeffrey Vinik plans to close Vinik Asset Management after poor performance that coincided with several changes at the firm, the Wall Street Journal reported on Friday.   Vinik plans to return several billion dollars to outside investors at the end of June, the newspaper reported. ( r.reuters.com/ped87t ) Vinik, who also owns the Tampa Bay Lightning hockey team, rose to prominence at the helm of Fidelity Investments' Magellan fund in the 1990s. ""After a great deal of consideration, we have made the difficult decision to return our investors' funds,"" the newspaper quoted Vinik as saying in a letter to investors on Friday. Some of the investment staff of the hedge fund, which largely bets on and against stocks, will start separate firms, the newspaper reported. (Reporting by Neha Alawadhi in Bangalore)"
USBRE94403R20130505,No need for Dailymotion website to be wholly French-owned: minister,,"Sun May 5, 2013 7:35am EDT",http://www.reuters.com/article/2013/05/05/net-us-dailymotion-france-minister-idUSBRE94403R20130505,"PARIS  (Reuters) - There is no need for France Telecom's Dailymotion, an online video-sharing website, to remain wholly French-owned, and all options must be studied, the junior minister for digital economy, Fleur Pellerin, told French media on Sunday.   Last week, Industry Minister Arnaud Montebourg said he had blocked Yahoo Inc's plan to buy a majority stake in Dailymotion because the U.S. group wanted to ""devour"" its smaller competitor, prompting another row over political interference in French companies. ""We don't live in a closed economy. The digital economy is not a Gallic village,"" Pellerin said in an interview in French weekly Journal Du Dimanche. But she said the company, its technology, engineers and jobs must remain anchored in France. Yahoo had been in talks to acquire a 75 percent stake in Dailymotion, owned by France Telecom's Orange, a deal that would have valued Europe's largest video website at $300 million. Pellerin said the deal with Yahoo was not balanced enough and would have led to the disappearance of Dailymotion, but she said it would be an economic and industrial dead-end for Dailymotion to remain exclusively French. ""Our gems are struggling to grow. They need help,"" Pellerin said. ""If this requires a tour with funds from Silicon Valley alongside Orange acting as a reference, this is not a problem for me,"" she said. ""All options need to be studied."" France Telecom's Chief Executive Stephane Richard is preparing a trip to Silicon Valley, the weekly said without naming sources. Entertainment group Vivendi as well as a consortium made up of Iliad founder Xavier Niel, Lazard banker Matthieu Pigasse and industrialist Pierre Berge have made bids to buy the website. Montebourg's blocking of the talks is another blow to France's business image after his verbal attacks last year on firms seeking to shut ailing industrial sites drew international derision. (Reporting by Muriel Boselli; Editing by  Hugh Lawson )"
USBRE94403120130505,"With caution, Japan's neighbors welcome 'Abenomics'",jesh Kumar Singh  and  Tetsushi Kajimoto,"Sun May 5, 2013 5:44am EDT",http://www.reuters.com/article/2013/05/05/us-asia-economy-flows-idUSBRE94403120130505,"GREATER NOIDA, India  (Reuters) - Emerging Asian neighbors are bracing for a surge in capital flows after Japan's unprecedented bid to pump up its long-moribund economy but most believe the upside of cheap cash and a stronger Japanese economy outweighs the risks.   The Bank of Japan stunned global markets last month with its plan to release some $1.4 trillion to end nearly two decades of stagnation and deflation, adding to the wave of quantitative easing stimulus already unleashed by central banks including the U.S. Federal Reserve and the Bank of England. ""We have to be wary of the building up of the asset bubbles. Inflationary pressures are on a bit of an uptick,"" Rajat Nag, Managing Director General of the Asian Development Bank, said during its annual meeting on the outskirts of New Delhi. While others including Bank of Japan Governor Haruhiko Kuroda said they would be on the lookout for signs of unintended spillovers on emerging economies, many hope that the benefits of increased Japanese consumption outweigh the risks of asset bubbles, inflation and the competitive impact of a weaker yen. They also said Asia would gain from investment by Japanese companies and in infrastructure that would result from Prime Minister Shinzo Abe's economic program, known as ""Abenomics,"" but stressed the need to monitor capital flows to pre-empt risks to financial and economic stability. Thailand, for example, is worried that its export-oriented economy could be hurt by strength in the baht currency as a result of higher inflows. ""When it was as strong as it was a couple of weeks ago, I have all the reasons to be worried,"" Thai Finance Minister Kittiratt Na-Ranon said of the baht. Kittiratt, however, resists capital controls to manage flows. Instead, he said Thailand could look to lower interest rates -- which the central bank opposes -- and work with neighboring countries to use inflows to help fund projects that depend on imported goods. The Philippines also faces upward pressure on its currency after Standard & Poor's raised its credit rating to investment grade. Japanese institutions, however, account for just 2.8 percent of Philippines stocks and bonds. The Philippines has avoided capital controls and has looked to manage flows by giving easier access to foreign exchange in the banking system and retiring some of its external debt. Central bank Governor Amando Tetangco said ultra-low interest rates in developed economies mean policymakers will have to rely increasingly on non-conventional means and absorb capital flows through investment in the real economy. ""Interest rate policy is no longer sufficient,"" Tetangco said. ""You will have to use other tools."" PREVIOUS CRISIS WEIGHS The 1997 currency crisis that led to economic collapse in several Asian countries means policymakers are sensitive to the risks of volatile fund flows. ""I understand that there are various concerns about effects Japan's monetary policy could cause overseas,"" Japanese Finance Minister Taro Aso said, adding that he had not heard of any such concerns directly from other countries. India, for example, has been able to finance a current account deficit that ballooned to a record 6.7 percent of GDP at the end of December thanks to robust portfolio inflows, making it vulnerable if the quantitative easing spigot is turned off. ""The global liquidity situation could quickly alter for EDEs (emerging and developing economies), including India,"" Reserve Bank of India Governor Duvvuri Subbarao said in his monetary policy statement on Friday in Mumbai. ""With quantitative easing, (advanced economy) central banks are in uncharted territory with considerable uncertainty about the trajectory of recovery and the calibration of QE,"" he said. Paul Sheard, chief global economist at Standard and Poor's, said the Bank of Japan's move is ""long overdue."" ""If Japan comes out of deflation and if the broader agenda of Abenomics is successful, raising the potential growth rate, restoring more animal spirits to the Japanese economy, that's good. It's good for Japan, it's good for the region and it's good for the world."" (Writing by  Tony Munroe ; Editing by  Frank Jack Daniel  and  Sanjeev Miglani )"
USBRE94409P20130505,Shares of Atlas Air could surge: Barron's,,"Sun May 5, 2013 1:36pm EDT",http://www.reuters.com/article/2013/05/05/us-atlasair-shares-idUSBRE94409P20130505,"(Reuters) - Shares of global air-freight operator Atlas Air Worldwide Holdings ( AAWW.O ) are undervalued and now is a good time for investors to get on board, financial newspaper Barron's said on Sunday.   Atlas' price was recently around $42 a share, trading at eight times 2014 earnings estimates, versus its historic range of 12 to 15 times. As a result, some investors and analysts think the stock could climb nearly 50 percent to $60, the article said. Stronger-than-expected first quarter earnings last week, along with bright earnings prospects on the back of demand for its new fleet of fuel-efficient Boeing ( BA.N ) 747-8 air freighters and a pickup in global volume, are positives for the company's stock, Barron's said. (Reporting by  John McCrank  in New York; Editing by Marguerita Choy)"
USBRE94400720130505,Audi needs clarity on laws before decision on Brazil plant: CEO,,"Sat May 4, 2013 9:22pm EDT",http://www.reuters.com/article/2013/05/05/us-audi-ceo-idUSBRE94400720130505,"PUEBLA CITY, Mexico  (Reuters) - Volkswagen AG's ( VOWG_p.DE ) Audi premium brand will not build a vehicle assembly plant in Brazil until the laws governing what exactly is required to ensure a car is considered locally built are clarified, the unit's chief executive said on Saturday.   ""We are studying now some details, but even the government is not really clear when it comes to localization, what type of parts do they mean?"" Rupert Stadler told reporters in Puebla City, Mexico after Audi celebrated the laying of the foundation stone in a nearby town for a $1.3 billion plant that will open in mid-2016. ""The whole framework of laws and regulations is not transparent,"" he added. ""So you cannot now say, 'I'm going to Brazil' because you don't know the details."" Brazil is the world's fourth largest automotive market and many automakers are opening plants there to avoid tariffs on imported vehicles. Audi officials have said in the past the company might add a plant in Brazil. VW officials said in March that they saw the Brazil industry sales slowing this year and the pace of investments in local factories would hinge on demand. Audi rival BMW has said it plans to open a factory in Brazil in late 2014. While Audi has the necessary government approvals to proceed if it wanted, Stadler said he won't invest without more clarity. ""It has to be clear,"" he said. ""What are the conditions? What is the requirement for localization? This is very complicated, so it needs some time."" Stadler also said the opening of the Mexican assembly plant in three years does not close the door on the brand some day building vehicles in the United States. ""That's absolutely open in the future because it always depends what car do you discuss, where is the main market and is the framework the right one,"" he said. VW builds VW-branded cars at its plant in Chattanooga, Tennessee, but does not assemble Audi vehicles in the United States. (Reporting by  Ben Klayman  in Puebla City, Mexico; Editing by  Eric Walsh )"
USBRE94406720130505,Banks paint wider targets after early misses,ra Noonan,"Sun May 5, 2013 9:41am EDT",http://www.reuters.com/article/2013/05/05/us-banks-targets-idUSBRE94406720130505,
